Dấu thời gian,Bạn thuộc nhóm độ tuổi nào sau đây?,Giới tính của bạn là gì?,Hiện bạn đang sinh sống làm việc/học tập tại khu vực nào?,Bạn thường nghe dòng nhạc gì?,Bạn đã biết gì về công ty SpaceSpeakers?,Bạn từng xem/nghe và cảm thấy ấn tượng nhất với sản phẩm nào do công ty SpaceSpeakers phát hành? Vì sao?,Bạn biết đến SSLabel qua phương tiện nào?,"Ngoài những sản phẩm âm nhạc, bạn còn biết đến những sản phẩm nào khác của SpaceSpeakers?",Bạn đã từng biết đến hoặc tham gia sự kiện/chương trình nào có sự góp mặt của SpaceSpeaker?,Bạn quan tâm đến nghệ sĩ nào đang trực thuộc SSLabel?,"Là một người hâm mộ, bạn có theo dõi và mong chờ những sản phẩm tiếp theo của nghệ sĩ đó không?","Nếu có, bạn mong chờ sản phẩm đó như thế nào? (Ví dụ: thể loại nhạc, nội dung MV, phong cách mới, v.v... )",Bạn đã từng trải nghiệm các loại hình xuất bản âm nhạc dưới dạng vật lý nào?,"Theo sở thích cá nhân, bạn sẽ lựa chọn định dạng xuất bản nào?",Vì sao bạn lựa chọn định dạng đó?,"Nếu nghệ sĩ mà bạn thần tượng xuất bản album mới theo các định dạng vật lý, bạn có sẵn sàng mua không?",Yếu tố ảnh hưởng: [chất lượng âm thanh] ,Yếu tố ảnh hưởng: [Giá trị sưu tầm],yếu tố ảnh hưởng: [Ủng hộ nghệ sĩ yêu thích],"Yếu tố ảnh hưởng: [Thiết kế, hình thức sản phẩm]","Bạn cảm thấy thế nào nếu SpaceSpeakers phát hành thêm album dưới dạng đĩa than, đĩa CD hoặc băng cassette?","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có chữ ký của nghệ sĩ]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có quà tặng kèm( poster, stickers, photobook,etc.)]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Thiết kế bìa đẹp, độc đáo, bắt mắt]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Giá thành rẻ, dễ tiếp cận]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Mã QR đi kèm video hậu trường/ behind the scenes]","Nếu SpaceSpeakers xuất bản album vật lý bản giới hạn, bạn nghĩ số lượng bao nhiêu sẽ tạo cảm giác ""đáng sưu tầm""?",Bạn sẵn lòng bỏ ra bao nhiêu tiền cho một sản phẩm?
25/05/2025 21:35:34,Dưới 18 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",Biết các nghệ sĩ và các sản phẩm âm nhạc,Nhiều lắm. Vì hợp thôi,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,thể loại r&b or ballab,"Đĩa than( vinyl), Đĩa CD",Đĩa CD,tại thích,Chưa chắc chắn,1,3,2,1,Không cần thiết - nghe online là đủ,4,4,5,5,4,100 đến 500 bản,500k là hết nấc:))
25/05/2025 22:01:34,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, R&B",có binz,ko nhớ,"Mạng xã hội( facebook, instagram, twitter,... )",ko biết,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz",Có,the playah i guess,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Băng cassette,dễ mua và giá cả ổn để giới trẻ tiếp cận và mua,Chưa chắc chắn,3,2,1,2,Không cần thiết - nghe online là đủ,1,1,2,3,1,100 đến 500 bản,500k đến 1 triệu
25/05/2025 22:59:16,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Chủ quản của Binzzzz,Các ca khúc của các nghệ sĩ,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Binz trữ tình is the bestttt,Băng cassette,Đĩa CD,Tiện cho việc chơi nhạc,Có thể mua thử,1,2,1,1,Khá tò mò - sẽ cân nhắc,1,1,1,1,1,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 22:59:19,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Âm nhạc ,Không nhớ ,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Touliver,Có,Vui,Đĩa than( vinyl),Đĩa than,Thích ,Có thể mua thử,3,3,3,3,Rất thú vị - sẽ mua ngay,3,3,3,3,3,Dưới 100 bản,1 triệu đến 2 triệu
25/05/2025 23:03:02,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B, Nhạc anh Jack",Sương sương,Thích khá nhiều vì khá thích,Quảng cáo,Các concert và event,"Anh trai vượt ngàn chông gai, School Fest 2023, KOSMIK, 5AM Music Event, ALL-ROUNDER, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Hay,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa CD,Vì thấy nó ổn,Rất sẵn lòng,1,1,1,1,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
25/05/2025 23:16:13,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Có,Bigcityboi vì hay,"Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác",Rap Việt,JustaTee,Có,mv,Đĩa CD,Đĩa than,Thấy hay,Có thể mua thử,1,2,2,1,Khá tò mò - sẽ cân nhắc,4,4,4,4,4,100 đến 500 bản,500k đến 1 triệu
25/05/2025 23:16:30,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Là công ty sản xuất và phát hành các sản phẩm về âm nhạc.,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,"Đối với SpaceSpeakers, mình luôn mong chờ sự sáng tạo và khác biệt. Vì họ không chỉ làm nhạc, họ tạo ra cả trend và văn hóa.",Đĩa than( vinyl),Đĩa than,Bởi âm nhạc từ đĩa than có độ “thật” và “ấm” đặc trưng mà nhạc số khó tái hiện được.,Chưa chắc chắn,3,1,2,2,Khá tò mò - sẽ cân nhắc,2,3,2,3,3,Dưới 100 bản,500k đến 1 triệu
26/05/2025 0:38:26,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,"công ty có touliver , binz , soobin hoàng sơn ",Blackjack . vì đó là mv có tất cả những nghệ sĩ tôi thích,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,một bài có vibe tựa như blackjack,Đĩa CD,Đĩa CD,tôi thích sự cổ điển ,Có thể mua thử,1,3,1,2,Khá tò mò - sẽ cân nhắc,4,4,3,4,4,100 đến 500 bản,1 triệu đến 2 triệu
26/05/2025 9:15:39,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Ballad, R&B",Nhiều rapper nổi tiếng,,Qua các sản phẩm trên các nền tảng giải trí số,Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,MV ý nghĩa ,Đĩa CD,Đĩa CD,Dễ tìm kiếm và sở hữu,Có thể mua thử,1,2,2,1,Không cần thiết - nghe online là đủ,4,3,3,4,4,100 đến 500 bản,500k đến 1 triệu
26/05/2025 12:02:43,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",công ty âm nhạc,giá như,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, KOSMIK, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,MV,Đĩa CD,Đĩa CD,tiện lợi,Có thể mua thử,1,1,1,1,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,Dưới 100 bản,500k đến 1 triệu
26/05/2025 12:08:39,Trên 30 tuổi,Nữ,Miền Bắc,Không cố định dòng nhạc,Là công ty giải trí của Việt Nam,"OK. Ngôn ngữ mộc mạc dễ gần, dễ đi vào lòng người","Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Rap,"Đĩa CD, Băng cassette",Đĩa CD,"Vì nó thông dụng, dễ sử dụng",Chưa chắc chắn,3,1,3,1,Không cần thiết - nghe online là đủ,3,1,1,1,3,100 đến 500 bản,Dưới 500k
26/05/2025 12:54:29,Trên 30 tuổi,Nữ,Miền Bắc,"Ballad, R&B",Không,,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo",Các concert và event,"Anh trai vượt ngàn chông gai, Beck' Stage","Soobin Hoàng Sơn, Touliver, Binz",Có,MV,Đĩa CD,Đĩa CD,Dễ dùng,Có thể mua thử,3,1,1,3,Khá tò mò - sẽ cân nhắc,4,4,4,1,1,500 đến 1000 bản,500k đến 1 triệu
26/05/2025 13:03:47,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, R&B",Chưa j cả,,Bạn bè,Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,"Không quá màu mè, tập trung hát thôi.",Đĩa CD,Đĩa than,Trông nó hoài cổ,Rất sẵn lòng,1,1,1,2,Khá tò mò - sẽ cân nhắc,3,3,5,5,5,200,500k đến 1 triệu
26/05/2025 13:03:48,Trên 30 tuổi,Nữ,Miền Bắc,Pop,"Cty sản xuất, phát hành các sản phẩm âm nhạc","Cho mình em- sự kết hợp đa dạng phong phú nhiều dòng nhạc, sáng tạo, mới mẻ","Mạng xã hội( facebook, instagram, twitter,... )","Quảng cáo, giải trí",Rap Việt,Soobin Hoàng Sơn,Có,Rap,Đĩa CD,Đĩa CD,Dễ sử dụng,Chưa chắc chắn,2,3,1,1,Lạc hậu - không còn phù hợp,4,4,2,3,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 13:04:04,Trên 30 tuổi,Nữ,Miền Bắc,R&B,Có,"Có, tôi thích sản phẩm của spacespeakers","Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Phong cách mới,Đĩa CD,Đĩa CD,Dễ sử dụng,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,4,4,4,4,4,500 đến 1000 bản,1 triệu đến 2 triệu
26/05/2025 13:06:34,Trên 30 tuổi,Nam,Miền Bắc,Hip- hop,Tôi chưa nghe thấy,Tôi không biết,Qua các sản phẩm trên các nền tảng giải trí số,Content trên các nền tảng số,Anh trai vượt ngàn chông gai,JustaTee,Không,Không,Băng cassette,Đĩa CD,Không,Chưa chắc chắn,2,2,2,2,Không cần thiết - nghe online là đủ,2,2,2,2,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 13:07:23,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Nghệ sĩ,,Quảng cáo,Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Mv đầu tư,Đĩa CD,Đĩa CD,Tiện lợi,Rất sẵn lòng,3,2,2,2,Khá tò mò - sẽ cân nhắc,2,2,2,3,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 13:09:13,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,Có,Bigcityboy,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Không,Không,Nghe qua online,Đĩa CD,Dễ sử dụng,Có thể mua thử,2,1,1,2,Khá tò mò - sẽ cân nhắc,4,4,4,1,1,100 đến 500 bản,500k đến 1 triệu
26/05/2025 13:14:32,Trên 30 tuổi,Nam,Miền Bắc,Ballad,Không ,Không,Quảng cáo,Các concert và event,Không,Binz,Có,"Thể loại rap, hiphop",Youtube,Đĩa CD,"Dễ tiếp cận, sử dụng",Có thể mua thử,1,1,2,2,Khá tò mò - sẽ cân nhắc,5,4,4,4,4,100 đến 500 bản,500k đến 1 triệu
26/05/2025 13:20:12,Trên 30 tuổi,Nam,Miền Bắc,Pop,Đây là công ty liên quan đến âm nhạc và giải trí,Chưa từng xem hay nghe sản phẩm nào do công ty SpaceSpeakers phát hành,Qua người thân giới thiệu,Chưa được biết,Chưa xem các sự kiện/chương trình nêu trên,Chưa xem nghệ sĩ nào trong danh sách,Có,"Nội dung truyền tải, ca từ mang ý nghĩa","Đĩa CD, Băng cassette",Đĩa CD,Có thể có thiết bị phù hợp để sử dụng,Có thể mua thử,1,2,2,2,Khá tò mò - sẽ cân nhắc,3,2,4,3,3,500 đến 1000 bản,1 triệu đến 2 triệu
26/05/2025 13:21:27,Trên 30 tuổi,Nam,Miền Bắc,"Pop, Ballad, ",Đã nghe và xem nhiều sản phẩm của công ty,Rất  ấn tượng với các sản phẩm do công ty phát hành ,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz",Có,Phong cách mới,Đĩa CD,Đĩa CD,Tôi thích,Rất sẵn lòng,1,2,1,1,Rất thú vị - sẽ mua ngay,4,4,4,4,4,500 đến 1000 bản,1 triệu đến 2 triệu
26/05/2025 13:22:58,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, R&B","Touliver, Rhymastic, Binz,…","BigCityboy. Vì giai điệu, chất lượng âm thanh, hình ảnh,…",Qua các sản phẩm trên các nền tảng giải trí số,"Các concert và event, Content trên các nền tảng số",Rap Việt,JustaTee,Có,Rap,Đĩa CD,Đĩa CD,"Nhỏ gọn, tiện lợi",Có thể mua thử,3,3,3,2,Khá tò mò - sẽ cân nhắc,5,5,4,4,3,Dưới 100 bản,Tuỳ ca sĩ
26/05/2025 13:31:44,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Pop,"Nhiều nghệ sĩ nổi tiếng, thiên về rap, style chất",,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, JustaTee",Có,Nhạc trendy,Đĩa CD,Đĩa CD,Phổ biến,Có thể mua thử,2,1,1,1,Khá tò mò - sẽ cân nhắc,3,3,3,4,2,100 đến 500 bản,500k đến 1 triệu
26/05/2025 16:16:28,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Biết chút chút,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt",Soobin Hoàng Sơn,Có,Thể loại nhạc,Đĩa CD,Đĩa than,Âm thanh chân thực ,Chưa chắc chắn,2,1,1,1,Không cần thiết - nghe online là đủ,4,3,3,4,3,Dưới 100 bản,500k đến 1 triệu
26/05/2025 16:32:38,Dưới 18 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",Công ty về âm nhạc,Đâu chịu ngồi yên vì hay,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số, ",Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt",Soobin Hoàng Sơn,Có,Thể loại nhạc,Đĩa CD,Đĩa CD,Tại thích,Có thể mua thử,1,3,2,1,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,100 đến 500 bản,500k đến 1 triệu
26/05/2025 18:03:23,Trên 30 tuổi,Nam,Miền Bắc,Ballad,Rồi,,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Binz,Có,MV phong phú,Đĩa CD,Đĩa CD,Tiện ích,Rất sẵn lòng,1,2,1,1,Rất thú vị - sẽ mua ngay,2,2,3,3,3,100 đến 500 bản,500k đến 1 triệu
26/05/2025 18:08:36,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Nhạc trẻ,Công ty giải trí tại Việt Nam,Chưa nghe,Quảng cáo,Không rõ,Rap Việt,Binz,Có,Phong cách mới,Đĩa CD,Đĩa CD,Nghe hay,Có thể mua thử,2,2,3,2,Rất thú vị - sẽ mua ngay,2,2,4,4,2,100 đến 500 bản,500k đến 1 triệu
26/05/2025 18:15:32,Trên 30 tuổi,Nam,Miền Bắc,R&B,Tuyệt vời,Chưa,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Nhạc,Đĩa CD,Đĩa CD,Tiện lợi,Rất sẵn lòng,1,2,2,2,Rất thú vị - sẽ mua ngay,2,2,2,2,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:16:50,Dưới 18 tuổi,Nữ,Miền Bắc,"Hip- hop, Ballad, R&B",Chưa tìm hiểu kỹ ,Đa số các MV trending,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, 5AM Music Event, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,"thể loại nhạc, lyrics ",Đĩa CD,Đĩa CD,Tiện hơn,Có thể mua thử,2,3,3,3,Khá tò mò - sẽ cân nhắc,2,3,4,4,5,Dưới 100 bản,1 triệu đến 2 triệu
26/05/2025 18:19:01,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Ballad, R&B, ",Về sp âm nhạc,Tất cả sản phẩm,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo","Merchandise( quần áo, phụ kiện, etc.), Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, School Fest 2023","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Mv ca nhạc,"Đĩa than( vinyl), Đĩa CD",Đĩa than,Dhay,Rất sẵn lòng,2,2,2,2,Khá tò mò - sẽ cân nhắc,2,2,2,2,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:21:35,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,chịu,chưa từng,"Mạng xã hội( facebook, instagram, twitter,... ), chưa từng nghe",chịu,k biết,k quan tâm,Không,chịu,Đĩa CD,Đĩa CD,tiện,Có thể mua thử,2,1,1,2,good for u,1,1,1,1,1,100 đến 500 bản,free thì lấy
26/05/2025 18:22:37,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Ballad, ",spaceseakers,,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,ballad,"Đĩa CD, Băng cassette",Đĩa CD,yêu thích,Có thể mua thử,3,3,3,3,Khá tò mò - sẽ cân nhắc,3,4,3,3,3,100 đến 500 bản,500k đến 1 triệu
26/05/2025 18:31:54,Trên 30 tuổi,Nam,Miền Bắc,R&B,Công ty dành cho các ca sĩ hát rap,Rap việt,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Rap Việt,"Soobin Hoàng Sơn, Touliver, Rhymastic",Có,Mv,Đĩa CD,Đĩa CD,Vì mình thích,Rất sẵn lòng,1,2,2,2,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:40:19,Trên 30 tuổi,Nam,Miền Bắc,Ballad,Rất hay,Không,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Phong cschs,Đĩa than( vinyl),Đĩa than,Hay,Rất sẵn lòng,3,1,1,1,Rất thú vị - sẽ mua ngay,2,3,2,2,3,100 đến 500 bản,1 triệu đến 2 triệu
26/05/2025 18:43:23,Trên 30 tuổi,Nam,Miền Bắc,"Hip- hop, Ballad, R&B",Sản xuất các sản phẩm âm nhạc,Nến và hoa,"Mạng xã hội( facebook, instagram, twitter,... )",Các sản phẩm hợp tác với các brand khác,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,Rap,Sản phẩm trên Youtube,Đĩa CD,Phù hợp với thiết bị,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,3,3,3,3,3,500 đến 1000 bản,1 triệu đến 2 triệu
26/05/2025 18:45:41,Trên 30 tuổi,Nữ,Miền Bắc,Ballad,Sp âm nhạc,Đĩa than,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Thể loại nhạc,Đĩa CD,Đĩa CD,Dễ sdung,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:48:01,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,Biết,Tôi chưa xem,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Mong các nghệ sĩ ra nhiều hít hơn,Đĩa CD,Đĩa CD,Dễ sử dụng,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,5,5,5,5,5,500 đến 1000 bản,500k đến 1 triệu
26/05/2025 18:52:21,Trên 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Là công ty THHH về ngành âm nhạc và giải trí,"Mình ấn tượng với sp ""Bigcityboi"" của Binz ","Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Touliver, Binz, SlimV, JustaTee",Có,Mình ko,"Đĩa than( vinyl), Đĩa CD",Băng cassette,Mình thích,Có thể mua thử,1,1,1,1,Rất thú vị - sẽ mua ngay,3,3,3,3,3,100 đến 500 bản,500k đến 1 triệu
26/05/2025 18:53:20,Trên 30 tuổi,Nam,Miền Bắc,Pop,Chưa,Chưa nghe,Chưa biết,Không biết,Không biết,Không biết,Không,Hấp dẫn,Đĩa CD,Đĩa CD,Phù hợp,Rất sẵn lòng,3,3,3,3,Khá tò mò - sẽ cân nhắc,2,2,2,2,2,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:59:00,Trên 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Đây là 1 công ty TNHH ngành nghề giải trí thành lập ngày 30 tháng 10 năm 2.01 trụ sở chính ở mai chí Thọ thành phố Hồ Chí Minh Việt Nam,Mình ấn tượng nhất với ca khúc “Bigcityboi” Space Speakers phát hành bài hát có giai điệu bắt tay phong cách rap độc đáo và hình ảnh MC được đầu tư kĩ lưỡng,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, 5AM Music Event, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, TINLE, JustaTee",Có,Ko có,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Băng cassette,Vì mình thấy nó phù hợp độc đáo mang tính truyền thống,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,4,4,3,4,4,Dưới 100 bản,500k đến 1 triệu
26/05/2025 18:59:47,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad",là công ty sản xuất âm nhạc,"Tôi ấn tượng nhất với sản phẩm ""Giàu Sang"" của Rhymastic, phát hành bởi SpaceSpeakers Group vào tháng 6/2020. Sản phẩm này đánh dấu sự ra mắt chính thức của công ty ","Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,rap,Đĩa CD,Đĩa than,.,Có thể mua thử,3,1,3,2,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,500 đến 1000 bản,1 triệu đến 2 triệu
26/05/2025 19:06:25,Dưới 18 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B","SpaceSpeakers Group, JSC là công ty giải trí tại Việt Nam được thành lập vào năm 2011. Hoạt động chính của SpaceSpeakers Group bao gồm sản xuất, phát hành các sản phẩm âm nhạc mang dấu ấn riêng của SpaceSpeakers","Mình cảm thấy ấn tượng nhất với ca khúc “Lạnh Từ Trong Tim” do Touliver, Binz và Rhymastic kết hợp sản xuất. Ca khúc không chỉ có phần âm nhạc sâu lắng, cảm xúc mà còn mang thông điệp ý nghĩa về tình yêu và sự tổn thương. Cách phối khí và lời bài hát rất tinh tế, thể hiện rõ dấu ấn âm nhạc đặc trưng của SpaceSpeakers – vừa hiện đại, vừa mang chiều sâu cảm xúc.","Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, School Fest 2023, 5AM Music Event, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Binz, TINLE",Có,0,Đĩa than( vinyl),Đĩa CD,mình thấy nó phù hợp,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,5,5,5,5,5,Dưới 100 bản,1 triệu đến 2 triệu
